taskId,method,model,run,ok,tracePath,success,totalDurationMs,invalidActionCount,replanningCount,executionSteps,finalTick,pddlDomainModelId,pddlEmbedded,verifierEvidence,domainPath,domainUse,domainGeneratedThisTrial,initialStateSnapshotPath,ragContextEnabled,completedAt
cook_shrimp_alkharid,few_shot,gemma3:12b,1,true,runs\traces\2026-05-04T14-43-22-877Z-few_shot-cook_shrimp_alkharid.json,true,30006,0,0,4,97,short-model-id-1,true,inventory gained ^Shrimps$: 1/1 | Cooking xp gained: 30,runs\domain-models\cook_shrimp_alkharid-few_shot-internal-gemma3_12b-trial-1-run-1.json,LLM internal/action-doc domain extraction (runs\domain-models\cook_shrimp_alkharid-few_shot-internal-gemma3_12b-trial-1-run-1.json),true,runs\domain-models\state-snapshots\cook_shrimp_alkharid-few_shot-gemma3_12b-trial-1-run-1.json,false,2026-05-04T14:43:52.921Z
cook_shrimp_alkharid,few_shot,gemma3:12b,2,true,runs\traces\2026-05-04T14-44-22-220Z-few_shot-cook_shrimp_alkharid.json,true,25264,0,0,2,88,short-model-id-1,true,inventory gained ^Shrimps$: 1/1 | Cooking xp gained: 30,runs\domain-models\cook_shrimp_alkharid-few_shot-internal-gemma3_12b-trial-2-run-2.json,LLM internal/action-doc domain extraction (runs\domain-models\cook_shrimp_alkharid-few_shot-internal-gemma3_12b-trial-2-run-2.json),true,runs\domain-models\state-snapshots\cook_shrimp_alkharid-few_shot-gemma3_12b-trial-2-run-2.json,false,2026-05-04T14:44:47.515Z
cook_shrimp_alkharid,few_shot,gemma3:12b,3,true,runs\traces\2026-05-04T14-45-17-245Z-few_shot-cook_shrimp_alkharid.json,true,25441,0,0,2,88,short-model-id-1,true,inventory gained ^Shrimps$: 1/1 | Cooking xp gained: 30,runs\domain-models\cook_shrimp_alkharid-few_shot-internal-gemma3_12b-trial-3-run-3.json,LLM internal/action-doc domain extraction (runs\domain-models\cook_shrimp_alkharid-few_shot-internal-gemma3_12b-trial-3-run-3.json),true,runs\domain-models\state-snapshots\cook_shrimp_alkharid-few_shot-gemma3_12b-trial-3-run-3.json,false,2026-05-04T14:45:42.721Z
cook_shrimp_alkharid,few_shot,gemma3:12b,4,true,runs\traces\2026-05-04T14-46-12-511Z-few_shot-cook_shrimp_alkharid.json,true,22967,0,0,1,85,short-model-id-1,true,inventory gained ^Shrimps$: 1/1 | Cooking xp gained: 30,runs\domain-models\cook_shrimp_alkharid-few_shot-internal-gemma3_12b-trial-4-run-4.json,LLM internal/action-doc domain extraction (runs\domain-models\cook_shrimp_alkharid-few_shot-internal-gemma3_12b-trial-4-run-4.json),true,runs\domain-models\state-snapshots\cook_shrimp_alkharid-few_shot-gemma3_12b-trial-4-run-4.json,false,2026-05-04T14:46:35.511Z
cook_shrimp_alkharid,few_shot,gemma3:12b,5,true,runs\traces\2026-05-04T14-47-05-360Z-few_shot-cook_shrimp_alkharid.json,true,22926,0,0,1,85,short-model-id-1,true,inventory gained ^Shrimps$: 1/1 | Cooking xp gained: 30,runs\domain-models\cook_shrimp_alkharid-few_shot-internal-gemma3_12b-trial-5-run-5.json,LLM internal/action-doc domain extraction (runs\domain-models\cook_shrimp_alkharid-few_shot-internal-gemma3_12b-trial-5-run-5.json),true,runs\domain-models\state-snapshots\cook_shrimp_alkharid-few_shot-gemma3_12b-trial-5-run-5.json,false,2026-05-04T14:47:28.321Z
cook_shrimp_alkharid,static_rag,gemma3:12b,1,true,runs\traces\2026-05-04T14-48-00-008Z-static_rag-cook_shrimp_alkharid.json,true,24079,0,0,1,90,short-model-id-1,true,inventory gained ^Shrimps$: 1/1 | Cooking xp gained: 30,runs\domain-models\cook_shrimp_alkharid-static_rag-rag-gemma3_12b-trial-6-run-1.json,Graph RAG + LLM domain extraction (runs\domain-models\cook_shrimp_alkharid-static_rag-rag-gemma3_12b-trial-6-run-1.json),true,runs\domain-models\state-snapshots\cook_shrimp_alkharid-static_rag-gemma3_12b-trial-6-run-1.json,true,2026-05-04T14:48:24.118Z
cook_shrimp_alkharid,static_rag,gemma3:12b,2,true,runs\traces\2026-05-04T14-48-55-670Z-static_rag-cook_shrimp_alkharid.json,true,29018,0,0,3,98,short-model-id-1,true,inventory gained ^Shrimps$: 1/1 | Cooking xp gained: 30,runs\domain-models\cook_shrimp_alkharid-static_rag-rag-gemma3_12b-trial-7-run-2.json,Graph RAG + LLM domain extraction (runs\domain-models\cook_shrimp_alkharid-static_rag-rag-gemma3_12b-trial-7-run-2.json),true,runs\domain-models\state-snapshots\cook_shrimp_alkharid-static_rag-gemma3_12b-trial-7-run-2.json,true,2026-05-04T14:49:24.719Z
cook_shrimp_alkharid,static_rag,gemma3:12b,3,true,runs\traces\2026-05-04T14-50-04-617Z-static_rag-cook_shrimp_alkharid.json,true,23672,0,0,1,103,short-model-id-001,true,inventory gained ^Shrimps$: 1/1 | Cooking xp gained: 30,runs\domain-models\cook_shrimp_alkharid-static_rag-rag-gemma3_12b-trial-8-run-3.json,Graph RAG + LLM domain extraction (runs\domain-models\cook_shrimp_alkharid-static_rag-rag-gemma3_12b-trial-8-run-3.json),true,runs\domain-models\state-snapshots\cook_shrimp_alkharid-static_rag-gemma3_12b-trial-8-run-3.json,true,2026-05-04T14:50:28.339Z
cook_shrimp_alkharid,static_rag,gemma3:12b,4,true,runs\traces\2026-05-04T14-51-08-048Z-static_rag-cook_shrimp_alkharid.json,true,26835,0,0,2,107,short-model-id-001,true,inventory gained ^Shrimps$: 1/1 | Cooking xp gained: 30,runs\domain-models\cook_shrimp_alkharid-static_rag-rag-gemma3_12b-trial-9-run-4.json,Graph RAG + LLM domain extraction (runs\domain-models\cook_shrimp_alkharid-static_rag-rag-gemma3_12b-trial-9-run-4.json),true,runs\domain-models\state-snapshots\cook_shrimp_alkharid-static_rag-gemma3_12b-trial-9-run-4.json,true,2026-05-04T14:51:34.920Z
cook_shrimp_alkharid,static_rag,gemma3:12b,5,true,runs\traces\2026-05-04T14-52-15-550Z-static_rag-cook_shrimp_alkharid.json,true,23526,0,0,1,103,short-model-id-cook-shrimp,true,inventory gained ^Shrimps$: 1/1 | Cooking xp gained: 30,runs\domain-models\cook_shrimp_alkharid-static_rag-rag-gemma3_12b-trial-10-run-5.json,Graph RAG + LLM domain extraction (runs\domain-models\cook_shrimp_alkharid-static_rag-rag-gemma3_12b-trial-10-run-5.json),true,runs\domain-models\state-snapshots\cook_shrimp_alkharid-static_rag-gemma3_12b-trial-10-run-5.json,true,2026-05-04T14:52:39.136Z
