taskId,method,model,run,ok,tracePath,success,totalDurationMs,invalidActionCount,replanningCount,executionSteps,finalTick,pddlDomainModelId,pddlEmbedded,verifierEvidence,domainPath,domainUse,ragContextEnabled,completedAt
cook_shrimp_alkharid,few_shot,gemma3:12b,1,true,runs\traces\2026-05-04T13-35-35-024Z-few_shot-cook_shrimp_alkharid.json,false,21,0,0,0,12,short-model-id-001,true,inventory gained ^Shrimps$: 0/1 | Cooking xp gained: 0,runs\domain-models\cook_shrimp_alkharid-few_shot-internal-gemma3_12b.json,LLM internal/action-doc domain extraction (runs\domain-models\cook_shrimp_alkharid-few_shot-internal-gemma3_12b.json),false,2026-05-04T13:35:35.062Z
cook_shrimp_alkharid,few_shot,gemma3:12b,2,true,runs\traces\2026-05-04T13-35-43-907Z-few_shot-cook_shrimp_alkharid.json,false,17,0,0,0,11,short-model-id-001,true,inventory gained ^Shrimps$: 0/1 | Cooking xp gained: 0,runs\domain-models\cook_shrimp_alkharid-few_shot-internal-gemma3_12b.json,LLM internal/action-doc domain extraction (runs\domain-models\cook_shrimp_alkharid-few_shot-internal-gemma3_12b.json),false,2026-05-04T13:35:43.947Z
cook_shrimp_alkharid,few_shot,gemma3:12b,3,true,runs\traces\2026-05-04T13-35-52-767Z-few_shot-cook_shrimp_alkharid.json,false,17,0,0,0,11,short-model-id-001,true,inventory gained ^Shrimps$: 0/1 | Cooking xp gained: 0,runs\domain-models\cook_shrimp_alkharid-few_shot-internal-gemma3_12b.json,LLM internal/action-doc domain extraction (runs\domain-models\cook_shrimp_alkharid-few_shot-internal-gemma3_12b.json),false,2026-05-04T13:35:52.850Z
cook_shrimp_alkharid,few_shot,gemma3:12b,4,true,runs\traces\2026-05-04T13-36-01-722Z-few_shot-cook_shrimp_alkharid.json,false,15,0,0,0,11,short-model-id-001,true,inventory gained ^Shrimps$: 0/1 | Cooking xp gained: 0,runs\domain-models\cook_shrimp_alkharid-few_shot-internal-gemma3_12b.json,LLM internal/action-doc domain extraction (runs\domain-models\cook_shrimp_alkharid-few_shot-internal-gemma3_12b.json),false,2026-05-04T13:36:01.816Z
cook_shrimp_alkharid,few_shot,gemma3:12b,5,true,runs\traces\2026-05-04T13-36-10-750Z-few_shot-cook_shrimp_alkharid.json,false,16,0,0,0,11,short-model-id-001,true,inventory gained ^Shrimps$: 0/1 | Cooking xp gained: 0,runs\domain-models\cook_shrimp_alkharid-few_shot-internal-gemma3_12b.json,LLM internal/action-doc domain extraction (runs\domain-models\cook_shrimp_alkharid-few_shot-internal-gemma3_12b.json),false,2026-05-04T13:36:10.865Z
cook_shrimp_alkharid,static_rag,gemma3:12b,1,true,runs\traces\2026-05-04T13-36-19-824Z-static_rag-cook_shrimp_alkharid.json,true,21170,0,0,1,47,short-model-id-001,true,inventory gained ^Shrimps$: 1/1 | Cooking xp gained: 30,runs\domain-models\cook_shrimp_alkharid-static_rag-rag-gemma3_12b.json,Graph RAG + LLM domain extraction (runs\domain-models\cook_shrimp_alkharid-static_rag-rag-gemma3_12b.json),true,2026-05-04T13:36:41.064Z
cook_shrimp_alkharid,static_rag,gemma3:12b,2,true,runs\traces\2026-05-04T13-36-49-972Z-static_rag-cook_shrimp_alkharid.json,true,21041,0,0,1,47,short-model-id-001,true,inventory gained ^Shrimps$: 1/1 | Cooking xp gained: 30,runs\domain-models\cook_shrimp_alkharid-static_rag-rag-gemma3_12b.json,Graph RAG + LLM domain extraction (runs\domain-models\cook_shrimp_alkharid-static_rag-rag-gemma3_12b.json),true,2026-05-04T13:37:11.030Z
cook_shrimp_alkharid,static_rag,gemma3:12b,3,true,runs\traces\2026-05-04T13-37-20-080Z-static_rag-cook_shrimp_alkharid.json,true,23917,0,0,2,52,short-model-id-001,true,inventory gained ^Shrimps$: 1/1 | Cooking xp gained: 30,runs\domain-models\cook_shrimp_alkharid-static_rag-rag-gemma3_12b.json,Graph RAG + LLM domain extraction (runs\domain-models\cook_shrimp_alkharid-static_rag-rag-gemma3_12b.json),true,2026-05-04T13:37:44.031Z
cook_shrimp_alkharid,static_rag,gemma3:12b,4,true,runs\traces\2026-05-04T13-37-52-945Z-static_rag-cook_shrimp_alkharid.json,true,21060,0,0,1,47,short-model-id-001,true,inventory gained ^Shrimps$: 1/1 | Cooking xp gained: 30,runs\domain-models\cook_shrimp_alkharid-static_rag-rag-gemma3_12b.json,Graph RAG + LLM domain extraction (runs\domain-models\cook_shrimp_alkharid-static_rag-rag-gemma3_12b.json),true,2026-05-04T13:38:14.035Z
cook_shrimp_alkharid,static_rag,gemma3:12b,5,true,runs\traces\2026-05-04T13-38-23-112Z-static_rag-cook_shrimp_alkharid.json,true,28075,0,0,3,59,short-model-id-001,true,inventory gained ^Shrimps$: 1/1 | Cooking xp gained: 30,runs\domain-models\cook_shrimp_alkharid-static_rag-rag-gemma3_12b.json,Graph RAG + LLM domain extraction (runs\domain-models\cook_shrimp_alkharid-static_rag-rag-gemma3_12b.json),true,2026-05-04T13:38:51.213Z
