taskId,method,model,run,ok,tracePath,success,totalDurationMs,invalidActionCount,replanningCount,executionSteps,finalTick,verifierEvidence,completedAt
cook_shrimp_alkharid,few_shot,none,1,true,runs\traces\2026-05-04T12-21-15-059Z-few_shot-cook_shrimp_alkharid.json,true,3518,0,0,1,9,inventory gained ^Shrimps$: 1/1 | Cooking xp gained: 30,2026-05-04T12:21:15.094Z
cook_shrimp_alkharid,few_shot,none,2,true,runs\traces\2026-05-04T12-21-24-090Z-few_shot-cook_shrimp_alkharid.json,true,5486,0,0,2,12,inventory gained ^Shrimps$: 1/1 | Cooking xp gained: 30,2026-05-04T12:21:24.125Z
cook_shrimp_alkharid,few_shot,none,3,true,runs\traces\2026-05-04T12-21-33-071Z-few_shot-cook_shrimp_alkharid.json,true,5476,0,0,2,12,inventory gained ^Shrimps$: 1/1 | Cooking xp gained: 30,2026-05-04T12:21:33.105Z
cook_shrimp_alkharid,few_shot,none,4,true,runs\traces\2026-05-04T12-21-39-691Z-few_shot-cook_shrimp_alkharid.json,true,3110,0,0,1,8,inventory gained ^Shrimps$: 1/1 | Cooking xp gained: 30,2026-05-04T12:21:39.726Z
cook_shrimp_alkharid,few_shot,none,5,true,runs\traces\2026-05-04T12-21-46-875Z-few_shot-cook_shrimp_alkharid.json,true,3559,0,0,1,9,inventory gained ^Shrimps$: 1/1 | Cooking xp gained: 30,2026-05-04T12:21:46.986Z
cook_shrimp_alkharid,few_shot,gemma3:12b,1,true,runs\traces\2026-05-04T12-21-53-492Z-few_shot-cook_shrimp_alkharid.json,true,3076,0,0,1,8,inventory gained ^Shrimps$: 1/1 | Cooking xp gained: 30,2026-05-04T12:21:53.526Z
cook_shrimp_alkharid,few_shot,gemma3:12b,2,true,runs\traces\2026-05-04T12-22-00-092Z-few_shot-cook_shrimp_alkharid.json,true,3092,0,0,1,8,inventory gained ^Shrimps$: 1/1 | Cooking xp gained: 30,2026-05-04T12:22:00.127Z
cook_shrimp_alkharid,few_shot,gemma3:12b,3,true,runs\traces\2026-05-04T12-22-11-481Z-few_shot-cook_shrimp_alkharid.json,true,7852,0,0,3,16,inventory gained ^Shrimps$: 1/1 | Cooking xp gained: 30,2026-05-04T12:22:11.514Z
cook_shrimp_alkharid,few_shot,gemma3:12b,4,true,runs\traces\2026-05-04T12-22-18-084Z-few_shot-cook_shrimp_alkharid.json,true,3076,0,0,1,8,inventory gained ^Shrimps$: 1/1 | Cooking xp gained: 30,2026-05-04T12:22:18.196Z
cook_shrimp_alkharid,few_shot,gemma3:12b,5,true,runs\traces\2026-05-04T12-22-27-078Z-few_shot-cook_shrimp_alkharid.json,true,5451,0,0,2,12,inventory gained ^Shrimps$: 1/1 | Cooking xp gained: 30,2026-05-04T12:22:27.114Z
cook_shrimp_alkharid,static_rag,none,1,true,runs\traces\2026-05-04T12-22-36-690Z-static_rag-cook_shrimp_alkharid.json,true,6019,0,0,2,13,inventory gained ^Shrimps$: 1/1 | Cooking xp gained: 30,2026-05-04T12:22:36.725Z
cook_shrimp_alkharid,static_rag,none,2,true,runs\traces\2026-05-04T12-22-46-269Z-static_rag-cook_shrimp_alkharid.json,true,5954,0,0,2,13,inventory gained ^Shrimps$: 1/1 | Cooking xp gained: 30,2026-05-04T12:22:46.383Z
cook_shrimp_alkharid,static_rag,none,3,true,runs\traces\2026-05-04T12-22-55-273Z-static_rag-cook_shrimp_alkharid.json,true,5466,0,0,2,12,inventory gained ^Shrimps$: 1/1 | Cooking xp gained: 30,2026-05-04T12:22:55.308Z
